item_id,product_name,category,occasion,body_type_fit,color,price,trend_score,sustainability_score,audience,target_market,fit,pattern,material
10017743,Parx Men Grey Slim Fit Printed Casual Shirt,top,casual,all,Grey,759,5,5,adult,men,slim,printed,unknown
10003439,Gini and Jony Girls Blue Printed Round Neck T-shirt,top,casual,all,Blue,629,5,5,kids,women,unknown,printed,unknown
10007597,her by invictus Women Red Cushioned Slip-Ons,footwear,casual,all,Red,944,5,5,adult,women,unknown,unknown,unknown
10011163,HARBORNBAY Women Red & Silver Printed Round Neck T-shirt,top,casual,all,Red,401,5,5,adult,women,unknown,printed,unknown
10002869,Aj DEZInES Boys Red Printed Kurta with Pyjamas,top,casual,all,Red,389,5,5,kids,men,unknown,solid,unknown
10003027,Gini and Jony Boys Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Blue,979,5,5,kids,men,regular,unknown,unknown
10013073,Monte Carlo Women Navy Blue Skinny Fit Mid-Rise Clean Look Jeans,bottom,casual,all,Blue,1501,5,5,adult,women,skinny,unknown,unknown
10006039,ID Men Tan Brown Comfort Sandals,footwear,casual,all,Brown,1785,5,5,adult,men,unknown,unknown,unknown
10000641,Parx Men Khaki Slim Fit Solid Regular Trousers,bottom,casual,all,Khaki,839,5,5,adult,men,slim,solid,unknown
10002963,Gini and Jony Boys Blue Slim Fit Mid-Rise Clean Look Jeans,bottom,casual,all,Blue,1019,5,5,kids,men,slim,unknown,unknown
10000281,Parx Men White Printed Polo Collar T-shirt,top,casual,all,White,679,5,5,adult,men,unknown,printed,unknown
10017857,Parx Men Navy Blue Slim Fit Printed Casual Shirt,top,casual,all,Blue,719,5,5,adult,men,slim,printed,unknown
10009743,SPYKAR Women Blue Alexa Super Skinny Fit High-Rise Clean Look Stretchable Jeans,bottom,casual,pear,Blue,999,5,5,adult,women,skinny,unknown,unknown
10016003,Tokyo Talkies Women Teal Floral Printed Peplum Top,top,casual,all,,699,5,5,adult,women,unknown,printed,unknown
10003597,Gini and Jony Girls Chambray Blue & White Printed Chambray Top with Shorts,bottom,casual,all,Blue,1469,5,5,kids,women,unknown,printed,unknown
10015161,Urban Dog Men Navy Blue Printed Regular Fit Sports Shorts,bottom,casual,all,Blue,399,5,5,adult,men,regular,printed,unknown
10004157,HIGHLANDER Men Purple & Beige Slim Fit Printed Casual Shirt,top,casual,all,Beige,699,5,5,adult,men,slim,printed,unknown
10002837,VASTRAMAY Boys Brown & Blue Solid Kurta with Churidar & Jacket,top,casual,all,Blue,1469,5,6,kids,men,unknown,solid,unknown
10017415,DKNY Unisex Black & Grey Printed Cabin Trolley Bag,accessory,casual,all,Black,10800,5,5,adult,unisex,unknown,printed,unknown
10003505,Palm Tree Girls Burgundy Printed Round Neck T-shirt,top,casual,all,Burgundy,349,5,5,kids,women,unknown,printed,unknown
10000215,Parx Men Pink & Blue Striped Polo Collar T-shirt,top,casual,all,Blue,559,5,5,adult,men,unknown,striped,unknown
10003695,even Men Grey Woven Design Nehru Jacket,top,casual,all,Grey,1039,5,5,adult,men,unknown,unknown,unknown
10013623,PARFAIT Plus Size Beige Solid Underwired Lightly Padded T-shirt Bra 4812,top,casual,all,Red,1609,5,5,adult,unisex,unknown,solid,unknown
10006015,ID Men Tan Brown Solid Comfort Leather Sandals,footwear,casual,all,Brown,1785,5,5,adult,men,unknown,solid,leather
10017631,Parx Men White & Orange Slim Fit Checked Casual Shirt,top,casual,all,White,699,5,5,adult,men,slim,checked,unknown
10003899,Crimsoune Club Men Orange & White Slim Fit Checked Casual Shirt,top,casual,all,White,1599,5,5,adult,men,slim,checked,unknown
10015165,Urban Dog Men Navy Blue Solid Regular Fit Sports Shorts,bottom,casual,all,Blue,399,5,5,adult,men,regular,solid,unknown
10017163,Carrera Men Grey Sneakers,footwear,casual,all,Grey,4499,5,5,adult,men,unknown,unknown,unknown
10002865,Aj DEZInES Boys Peach-Coloured & Brown Solid Kurta with Pyjamas,top,casual,all,Red,539,5,6,kids,men,unknown,solid,unknown
10003347,Gini and Jony Boys Grey & White Embroidered Round Neck T-shirt with Applique Detail,top,casual,all,Red,489,5,5,kids,men,unknown,unknown,unknown
10004123,HIGHLANDER Men White & Grey Slim Fit Striped Casual Shirt,top,casual,all,White,699,5,5,adult,men,slim,striped,unknown
10009623,SPYKAR Women Blue Adora Skinny Fit High-Rise Low Distressed Stretchable Ankle Jeans,bottom,casual,pear,Blue,1079,5,5,adult,women,skinny,unknown,unknown
10003047,Gini and Jony Girls Peach-Coloured & Blue Embroidered Top,top,casual,all,Blue,559,5,5,kids,women,unknown,unknown,unknown
10013037,Sera Women Green & Blue Printed Kurta with Palazzos,top,casual,all,Blue,1317,5,5,adult,women,unknown,solid,unknown
10001491,MIMOSA Navy Blue & Red Art Silk Woven Design Kanjeevaram Saree,one_piece,casual,all,Blue,1195,5,5,adult,unisex,unknown,unknown,silk
10017213,Kazo Women Green Smocked Peplum Top,top,casual,all,Green,1690,5,5,adult,women,unknown,solid,unknown
10003569,Gini and Jony Girls Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Blue,699,5,5,kids,women,regular,unknown,unknown
10001715,Goldea Edp 90Ml,top,casual,all,Gold,10950,5,5,adult,unisex,unknown,unknown,unknown
10016713,Vishudh Women Mustard Orange & Pink Floral Print Maxi Dress,one_piece,casual,pear,Pink,1999,5,5,adult,women,unknown,printed,unknown
10003437,Gini and Jony Boys Navy Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Blue,1049,5,5,kids,men,regular,unknown,unknown
10018013,Puma Men Blue Sneakers,footwear,casual,all,Blue,1799,5,5,adult,men,unknown,unknown,unknown
10006083,ID Men Tan Brown Leather Loafers,footwear,casual,all,Brown,1218,5,5,adult,men,unknown,unknown,leather
10017011,Campus Sutra Men Maroon Ombre-Dyed Henley Neck T-shirt,top,casual,all,Maroon,699,5,5,adult,men,unknown,unknown,unknown
10000593,Parx Men Cream-Coloured Tapered Fit Solid Regular Trousers,bottom,casual,all,Red,959,5,5,adult,men,unknown,solid,unknown
10017603,Parx Men Blue Slim Fit Checked Casual Shirt,top,casual,all,Blue,679,5,5,adult,men,slim,checked,unknown
10009611,SPYKAR Women Black Alexa Super Skinny Fit High-Rise Clean Look Stretchable Ankle Jeans,bottom,casual,pear,Black,1214,5,5,adult,women,skinny,unknown,unknown
10016983,Campus Sutra Men Blue Colourblocked Round Neck T-shirt,top,casual,all,Blue,699,5,5,adult,men,unknown,unknown,unknown
10016985,Campus Sutra Men Blue & Black Standard Regular Fit Checked Casual Shirt,top,casual,all,Blue,449,5,5,adult,men,regular,checked,unknown
10003249,Gini and Jony Girls Red Printed Regular Fit Shorts,bottom,casual,all,Red,559,5,5,kids,women,regular,printed,unknown
10003411,Gini and Jony Girls Peach-Coloured Embroidered Top,top,casual,all,Red,419,5,5,kids,women,unknown,printed,unknown
10017917,Parx Men Red & Black Slim Fit Printed Casual Shirt,top,casual,all,Red,639,5,5,adult,men,slim,printed,unknown
10005971,Difference of Opinion Men Black Solid Round Neck T-shirt with Side Stripes,top,casual,all,Black,499,5,5,adult,men,unknown,solid,unknown
10005969,Difference of Opinion Men Navy Blue Printed Round Neck T-shirt,top,casual,all,Blue,499,5,5,adult,men,unknown,printed,unknown
10017001,Campus Sutra Men Grey & Blue Regular Fit Checked Casual Shirt,top,casual,all,Blue,599,5,5,adult,men,regular,checked,unknown
10017589,Parx Men Red Slim Fit Checked Casual Shirt,top,casual,all,Red,949,5,5,adult,men,slim,checked,unknown
10004177,HIGHLANDER Men Navy Blue & Grey Slim Fit Striped Regular Trousers,bottom,casual,all,Blue,1299,5,5,adult,men,slim,striped,unknown
10004283,Parx Men Grey Striped Sweater,top,casual,all,Grey,559,5,5,adult,men,unknown,striped,unknown
10001271,Playdate Girls Black Striped Top,top,casual,all,Black,659,5,5,kids,women,unknown,striped,unknown
